module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00968	KMM289	KMM289	Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(((K00757,K26211,K26212) (K21056,K26208)),K18931) K18237 (K01601,(K26210 K01636))"	0.0	False	0.25	False	1.0	K00757	1	K00757	1175	None	0	0	0,0,0
M00131	KMM289	KMM289	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01106 K01107 K01109 K01092"	0.25	False	0.25	False	1.0	K01092	1	K01092	4171	None	0	0	0,0,0,1
M00165	KMM289	KMM289	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00855,K28462) (K01601-K01602) K00927 (K05298,K00150,K00134) K01803 (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01100,K11532,K01086) (K01807,K01808) K01783"	0.8181818181818182	True	0.8181818181818182	True	1.0	K28462	1	K00134,K00134,K00615,K00927,K01624,K01783,K01803,K01803,K01807,K02446,K03841,K28462	1923,3531,1499,1783,1782,3622,614,1699,4081,2256,171,3453	K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K01783 is present in multiple modules: M00004/M00007/M00165,K01803 is present in multiple modules: M00001/M00002/M00003/M00165,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00611/M00612,K02446 is present in multiple modules: M00003/M00165/M00611/M00612,K03841 is present in multiple modules: M00003/M00165/M00344/M00611/M00612	1	0	1,0,1,2,2,1,2,1,0,1,1
M00168	KMM289	KMM289	CAM (Crassulacean acid metabolism), dark	Pathway modules	Energy metabolism	Carbon fixation	"K01595 (K00025,K00026,K00024)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01595	2097	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614	0	0	1,0
M00169	KMM289	KMM289	CAM (Crassulacean acid metabolism), light	Pathway modules	Energy metabolism	Carbon fixation	"K00029 K01006"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00029,K00029,K00029	1407,1437,3728	K00029 is present in multiple modules: M00169/M00172	0	0	3,0
M00172	KMM289	KMM289	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K00051 K00029 K01006"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00029,K00029,K00029,K01595	1407,1437,3728,2097	K00029 is present in multiple modules: M00169/M00172,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614	0	0	1,0,3,0
M00171	KMM289	KMM289	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K14454 K14455 (K00025,K00026) K00028 (K00814,K14272) K01006"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01595	2097	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614	0	0	1,0,0,0,0,0,0
M00170	KMM289	KMM289	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K14454 K14455 K01610"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01595,K01610	2097,2956	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K01610 is present in multiple modules: M00003/M00170	0	0	1,0,0,1
M00173	KMM289	KMM289	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K27802,K01682) (K15230+K15231)"	0.7	False	0.7272727272727273	False	NA	No enzymes unique to module	NA	K00031,K00239,K00239,K00240,K00240,K00241,K00242,K01007,K01595,K01676,K01682,K01902,K01903,K03737,K03737	4043,3601,725,3600,724,727,726,4191,2097,396,2118,720,721,3634,1141	K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K00239 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00240 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00242 is present in multiple modules: M00009/M00011/M00982/M00173/M00149/M00613/M00614,K01007 is present in multiple modules: M00173/M00374/M00614,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K01676 is present in multiple modules: M00009/M00011/M00982/M00173/M00613/M00614,K01682 is present in multiple modules: M00009/M00010/M00012/M00982/M00173/M00614,K01902 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K01903 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K03737 is present in multiple modules: M00307/M00173/M00614	0	0	2,1,0,1,2,1,0,1,1,0
M00376	KMM289	KMM289	3-Hydroxypropionate bi-cycle	Pathway modules	Energy metabolism	Carbon fixation	"(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709"	0.15384615384615385	False	0.15384615384615385	False	NA	No enzymes unique to module	NA	K00239,K00239,K00240,K00240,K00241,K01961,K01962,K01963,K02160	3601,725,3600,724,727,1739,1516,856,1738	K00239 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00240 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K01961 is present in multiple modules: M00376/M00082/M00613,K01962 is present in multiple modules: M00376/M00082/M00613,K01963 is present in multiple modules: M00376/M00082/M00613,K02160 is present in multiple modules: M00376/M00082/M00613	0	0	1,0,0,0,0,0,0,1,0,0,0,0,0
M00375	KMM289	KMM289	Hydroxypropionate-hydroxybutylate cycle	Pathway modules	Energy metabolism	Carbon fixation	"(K01964+K15037+K15036) K15017 K15039 K15018 K15019 K15020 K05606 (K01848+K01849) (K15038,K15017) K14465 (K14466,K18861,K25774) K14534 K15016 K00626"	0.07142857142857142	False	0.07142857142857142	False	NA	No enzymes unique to module	NA	K00626	374	K00626 is present in multiple modules: M00373/M00375/M00374/M00088/M00957/M00095/M00849	0	0	0,0,0,0,0,0,0,0,0,0,0,0,0,1
M00374	KMM289	KMM289	Dicarboxylate-hydroxybutyrate cycle	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861,K25774) K14534 K15016 K00626"	0.38461538461538464	False	0.38461538461538464	False	NA	No enzymes unique to module	NA	K00239,K00239,K00240,K00240,K00241,K00626,K01007,K01595,K01902,K01903	3601,725,3600,724,727,374,4191,2097,720,721	K00239 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00240 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00626 is present in multiple modules: M00373/M00375/M00374/M00088/M00957/M00095/M00849,K01007 is present in multiple modules: M00173/M00374/M00614,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K01902 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K01903 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614	0	0	0,1,1,0,0,2,1,0,0,0,0,0,1
M00377	KMM289	KMM289	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules	Energy metabolism	Carbon fixation	"K00198 (K05299-K15022,K22015+K25123+K25124) K01938 K01491-K01500 K00297-K25007-K25008 K15023 K14138+K00197+K00194"	0.42857142857142855	False	0.47619047619047616	False	1.0	K22015	1	K00297,K01491,K01938,K22015	2995,107,3904,343	K00297 is present in multiple modules: M00377/M00618,K01491 is present in multiple modules: M00377/M00140/M00618,K01938 is present in multiple modules: M00377/M00140/M00618	0	0	0,0,1,1,1,0,0
M00579	KMM289	KMM289	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Pathway modules	Energy metabolism	Carbon fixation	"(K00625,K13788,K15024) K00925"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00925,K00925,K13788	3315,1833,3314	K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K13788 is present in multiple modules: M00579/M00617/M00618	1	1	1,2
M00620	KMM289	KMM289	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172) (K01959+K01960) K00024 (K01677+K01678) (K18209+K18210) (K01902+K01903) (K00174+K00175+K00176+K00177)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01902,K01903	720,721	K01902 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K01903 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614	0	0	0,0,0,0,0,1,0
M00357	KMM289	KMM289	Methanogenesis, acetate => methane	Pathway modules	Energy metabolism	Methane metabolism	"((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00925,K00925,K01895	3315,1833,1736	K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K01895 is present in multiple modules: M00357/M00617	0	0	1,0,0,0,0
M00346	KMM289	KMM289	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	"K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691"	0.4444444444444444	False	0.4444444444444444	False	1.0	K00018	1	K00018,K00600,K01595,K01689	3576,1724,2097,1860	K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K01689 is present in multiple modules: M00001/M00002/M00003/M00346	0	0	1,0,1,0,1,1,0,0,0
M00345	KMM289	KMM289	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"(((K08093,K13812) K08094),K13831) (K00850,K16370,K21071) K01624"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00850,K01624	615,1782	K00850 is present in multiple modules: M00001/M00345,K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612	0	0	0,1,1
M00344	KMM289	KMM289	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"K17100 K00863 K01624 K03841"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01624,K03841	1782,171	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K03841 is present in multiple modules: M00003/M00165/M00344/M00611/M00612	0	0	0,0,1,1
M00530	KMM289	KMM289	Dissimilatory nitrate reduction, nitrate => ammonia	Pathway modules	Energy metabolism	Nitrogen metabolism	"(K00370+K00371+K00374,K02567+K02568) (K00362+K00363,K03385+K15876)"	1.0	True	1.0	True	1.0	K00362,K00363,K03385	1,1,1	K00362,K00363,K02567,K02568,K03385	2428,2429,3885,3888,702	K02567 is present in multiple modules: M00530/M00529,K02568 is present in multiple modules: M00530/M00529	1	1	1,1
M00529	KMM289	KMM289	Denitrification, nitrate => nitrogen	Pathway modules	Energy metabolism	Nitrogen metabolism	"(K00370+K00371+K00374,K02567+K02568) (K00368,K15864) (K04561+K02305) K00376"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K02567,K02568	3885,3888	K02567 is present in multiple modules: M00530/M00529,K02568 is present in multiple modules: M00530/M00529	0	0	1,0,0,0
M00176	KMM289	KMM289	Assimilatory sulfate reduction, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	"(K00958+K00860,K00955+K00957,K00956+K00957+K00860) K00390 (K00380+K00381,K00392)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00380,K00381,K00390,K00860,K00956,K00957	3523,3522,3521,1913,1915,1916	K00380 is present in multiple modules: M00176/M00616,K00381 is present in multiple modules: M00176/M00616,K00390 is present in multiple modules: M00176/M00616,K00860 is present in multiple modules: M00176/M00616,K00956 is present in multiple modules: M00176/M00616,K00957 is present in multiple modules: M00176/M00616	1	1	1,1,1
M00986	KMM289	KMM289	Sulfur reduction, sulfur => sulfide	Pathway modules	Energy metabolism	Sulfur metabolism	"K18367,(K17219+K17220+K17221)"	1.0	True	1.0	True	1.0	K18367	1	K18367	2788	None	1	1	1
M00985	KMM289	KMM289	Sulfide oxidation, sulfide => sulfur	Pathway modules	Energy metabolism	Sulfur metabolism	"K17229+K17230"	0.0	False	0.5	False	1.0	K17230	2	K17230,K17230	2386,2761	None	0	0	0
M00990	KMM289	KMM289	Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol	Pathway modules	Energy metabolism	Sulfur metabolism	"K17486 K20034 K20035 K20036"	0.25	False	0.25	False	1.0	K20034	1	K20034	573	None	0	0	0,1,0,0
M00991	KMM289	KMM289	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA	Pathway modules	Energy metabolism	Sulfur metabolism	"K28073 (K28060,K28061) K00140"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00140	2732	K00140 is present in multiple modules: M00013/M00991/M00992	0	0	0,0,1
M00992	KMM289	KMM289	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA	Pathway modules	Energy metabolism	Sulfur metabolism	"K28069 K28070 K28071 K28060 K00140"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00140	2732	K00140 is present in multiple modules: M00013/M00991/M00992	0	0	0,0,0,0,1
M00993	KMM289	KMM289	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA	Pathway modules	Energy metabolism	Sulfur metabolism	"K28072 K19745"	0.5	False	0.5	False	1.0	K19745	1	K19745	2667	None	0	0	0,1
M00144	KMM289	KMM289	NADH:quinone oxidoreductase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342)+K00343"	1.0	True	1.0	True	1.0	K00330,K00331,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K13378	1,1,1,1,1,1,1,1,1,1,1,1,1	K00330,K00331,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K13378	56,55,53,52,51,50,49,48,47,46,45,44,54	None	1	1	1
M00149	KMM289	KMM289	Succinate dehydrogenase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K00241+(K00242,K18859,K18860)+K00239+K00240"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00239,K00239,K00240,K00240,K00241,K00242	3601,725,3600,724,727,726	K00239 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00240 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00242 is present in multiple modules: M00009/M00011/M00982/M00173/M00149/M00613/M00614	1	1	1
M00150	KMM289	KMM289	Fumarate reductase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K00244+K00245+K00246+K00247"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00244,K00245,K00246,K00247	3601,3600,3599,3598	K00244 is present in multiple modules: M00009/M00011/M00982/M00150/M00613/M00614,K00245 is present in multiple modules: M00009/M00011/M00982/M00150/M00613/M00614,K00246 is present in multiple modules: M00009/M00011/M00982/M00150/M00613/M00614,K00247 is present in multiple modules: M00009/M00011/M00982/M00150/M00613/M00614	1	1	1
M00151	KMM289	KMM289	Cytochrome bc1 complex respiratory unit	Pathway modules	Energy metabolism	ATP synthesis	"((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00411,K00412,K00413	2204,2203,2202	K00411 is present in multiple modules: M00151/M00152,K00412 is present in multiple modules: M00151/M00152,K00413 is present in multiple modules: M00151/M00152	1	1	1
M00152	KMM289	KMM289	Cytochrome bc1 complex	Pathway modules	Energy metabolism	ATP synthesis	"K00411+K00412+K00413+K00414+K00415+K00416+K00417+K00418+K00419+K00420"	0.0	False	0.3	False	NA	No enzymes unique to module	NA	K00411,K00412,K00413	2204,2203,2202	K00411 is present in multiple modules: M00151/M00152,K00412 is present in multiple modules: M00151/M00152,K00413 is present in multiple modules: M00151/M00152	0	0	0
M00153	KMM289	KMM289	Cytochrome bd ubiquinol oxidase	Pathway modules	Energy metabolism	ATP synthesis	"K00425+K00426+(K00424,K22501)"	1.0	True	1.0	True	1.0	K00424,K00425,K00426	2,2,2	K00424,K00424,K00425,K00425,K00426,K00426	4118,1950,4116,1952,4117,1951	None	2	2	2
M00156	KMM289	KMM289	Cytochrome c oxidase, cbb3-type	Pathway modules	Energy metabolism	ATP synthesis	"((K00404+K00405,K15862)+K00407+K00406)"	1.0	True	1.0	True	1.0	K00404,K00405,K00406,K00407	1,1,1,1	K00404,K00405,K00406,K00407	482,483,485,484	None	1	1	1
M00157	KMM289	KMM289	F-type ATPase, prokaryotes and chloroplasts	Pathway modules	Energy metabolism	ATP synthesis	"K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110"	1.0	True	1.0	True	1.0	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	1,1,1,1,1,1,1,1	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	2548,2550,2549,2552,2554,2551,2555,2553	None	1	1	1
M00082	KMM289	KMM289	Fatty acid biosynthesis, initiation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472)) (K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))"	1.0	True	1.0	True	1.0	K00648	2	K00645,K00648,K00648,K01961,K01962,K01963,K02160	424,423,1680,1739,1516,856,1738	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K01961 is present in multiple modules: M00376/M00082/M00613,K01962 is present in multiple modules: M00376/M00082/M00613,K01963 is present in multiple modules: M00376/M00082/M00613,K02160 is present in multiple modules: M00376/M00082/M00613	1	1	1,1
M00083	KMM289	KMM289	Fatty acid biosynthesis, elongation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))"	1.0	True	1.0	True	1.0	K00209,K01716	2,1	K00059,K00059,K00059,K00209,K00209,K00647,K00647,K01716,K02372,K09458	3422,425,3069,2481,3925,3424,656,466,1521,427	K00059 is present in multiple modules: M00083/M00874/M00572,K00647 is present in multiple modules: M00083/M00572,K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572	2	2	2
M00873	KMM289	KMM289	Fatty acid biosynthesis in mitochondria, animals	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K18660 K03955+K00645 K09458 K11539+K13370 K22540 K07512"	0.16666666666666666	False	0.25	False	NA	No enzymes unique to module	NA	K00645,K09458	424,427	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K09458 is present in multiple modules: M00083/M00873/M00874/M00572	0	0	0,0,1,0,0,0
M00874	KMM289	KMM289	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K11262 K03955+K00645 K09458 K00059 K22541 K07512"	0.3333333333333333	False	0.4166666666666667	False	NA	No enzymes unique to module	NA	K00059,K00059,K00059,K00645,K09458	3422,425,3069,424,427	K00059 is present in multiple modules: M00083/M00874/M00572,K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K09458 is present in multiple modules: M00083/M00873/M00874/M00572	0	0	0,0,1,3,0,0
M00086	KMM289	KMM289	beta-Oxidation, acyl-CoA synthesis	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K01897,K15013,K28161"	1.0	True	1.0	True	1.0	K01897	3	K01897,K01897,K01897	3194,557,768	None	3	3	3
M00087	KMM289	KMM289	beta-Oxidation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"(K00232,K00249,K00255,K06445,K09479) (((K01692,K07511,K13767) (K00022,K07516)),K01825,K01782,K07514,K07515,K10527) (K00632,K07508,K07509,K07513)"	1.0	True	1.0	True	1.0	K00632,K06445	1,2	K00249,K00249,K00632,K01782,K01825,K06445,K06445	277,276,2634,387,2635,3872,3858	K00249 is present in multiple modules: M00087/M00036,K01782 is present in multiple modules: M00087/M00957,K01825 is present in multiple modules: M00087/M00957	1	1	4,2,1
M00885	KMM289	KMM289	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K02078 K11263+K18472 K00645 K11608 K11609+K11610+(K27071+K27072,K27689)+K11611"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00645,K02078,K02078,K02078	424,3434,3435,426	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K02078 is present in multiple modules: M00885/M00886/M00848	0	0	3,0,1,0,0
M00886	KMM289	KMM289	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K02078 K11263+K18472 K00645 K11608  K11609+K11610+K27071+K27072+K11611 K27070+K11610+K27072+(K27073,K27074)+K11611"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00645,K02078,K02078,K02078	424,3434,3435,426	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K02078 is present in multiple modules: M00885/M00886/M00848	0	0	3,0,1,0,0,0
M00088	KMM289	KMM289	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	Pathway modules	Lipid metabolism	Lipid metabolism	"K00626 K01641 K01640 K00019 K01574"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00626,K01640	374,272	K00626 is present in multiple modules: M00373/M00375/M00374/M00088/M00957/M00095/M00849,K01640 is present in multiple modules: M00088/M00036	0	0	1,0,1,0,0
M00089	KMM289	KMM289	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849,K27538,K27539)"	0.25	False	0.25	False	1.0	K00655	2	K00655,K00655	3076,3436	None	0	0	0,2,0,0
M00098	KMM289	KMM289	Acylglycerol degradation	Pathway modules	Lipid metabolism	Lipid metabolism	"(K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900) (K01054,K25824)"	0.5	False	0.5	False	1.0	K01046	2	K01046,K01046	2281,450	None	0	0	2,0
M00093	KMM289	KMM289	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	"K00981 (K00998,K17103) K01613"	1.0	True	1.0	True	1.0	K00981,K00998,K01613	1,1,1	K00981,K00998,K01613	1527,2367,3383	None	1	1	1,1,1
M00048	KMM289	KMM289	De novo purine biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"	1.0	True	1.0	True	1.0	K00602,K00764,K01588,K01589,K01923,K01933,K01945,K01952,K08289,K11175	1,1,2,1,1,1,1,1,1,1	K00602,K00764,K01588,K01588,K01589,K01756,K01923,K01933,K01945,K01952,K08289,K11175	3216,125,2755,2474,2475,3792,3323,1040,3217,40,637,1041	K01756 is present in multiple modules: M00048/M00049	1	1	1,1,2,1,1,1,1,1
