module	db_name	module_name	module_substrates	module_intermediates	module_products	pathwise_module_completeness	stepwise_module_completeness
M00033	KMM289	Ectoine biosynthesis, aspartate => ectoine	L-Aspartate	N-gamma-Acetyldiaminobutyrate,L-2,4-Diaminobutanoate,4-Phospho-L-aspartate,L-Aspartate 4-semialdehyde	Ectoine	0.4	0.4
M00021	KMM289	Cysteine biosynthesis, serine => cysteine	Hydrogen sulfide,L-Serine	O-Acetyl-L-serine	L-Cysteine	1.0	1.0
M00609	KMM289	Cysteine biosynthesis, methionine => cysteine	L-Methionine	S-Adenosyl-L-methionine,S-Adenosyl-L-homocysteine,S-Ribosyl-L-homocysteine,L-Homocysteine,L-Cystathionine	L-Cysteine	0.5	0.5
M00017	KMM289	Methionine biosynthesis, aspartate => homoserine => methionine	L-Aspartate	O-Succinyl-L-homoserine,L-Homoserine,L-Aspartate 4-semialdehyde,L-Homocysteine,4-Phospho-L-aspartate,L-Cystathionine	L-Methionine	1.0	1.0
M00034	KMM289	Methionine salvage pathway	None	S-Methyl-5-thio-D-ribose 1-phosphate,S-Adenosyl-L-methionine,1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one,S-Methyl-5-thio-D-ribulose 1-phosphate,2,3-Diketo-5-methylthiopentyl-1-phosphate,5-Methylthio-D-ribose,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate,5'-Methylthioadenosine,4-Methylthio-2-oxobutanoic acid,L-Methionine,S-Adenosylmethioninamine	None	0.375	0.375
M00035	KMM289	Methionine degradation	L-Methionine,L-Serine	S-Adenosyl-L-methionine,L-Homocysteine,S-Adenosyl-L-homocysteine	L-Cystathionine	0.5	0.5
M00368	KMM289	Ethylene biosynthesis, methionine => ethylene	L-Methionine	S-Adenosyl-L-methionine,1-Aminocyclopropane-1-carboxylate	Ethylene	0.3333333333333333	0.3333333333333333
M00019	KMM289	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	2-Oxobutanoate,Pyruvate	(S)-2-Aceto-2-hydroxybutanoate,(S)-3-Methyl-2-oxopentanoic acid,3-Methyl-2-oxobutanoic acid,(S)-2-Acetolactate,(R)-2,3-Dihydroxy-3-methylpentanoate,3-Hydroxy-3-methyl-2-oxobutanoic acid,(R)-2,3-Dihydroxy-3-methylbutanoate,(R)-3-Hydroxy-3-methyl-2-oxopentanoate	L-Valine,L-Isoleucine	1.0	1.0
M00535	KMM289	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pyruvate	2-Methylmaleate,D-erythro-3-Methylmalate,(R)-2-Methylmalate	2-Oxobutanoate	0.6666666666666666	0.6666666666666666
M00570	KMM289	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	L-Threonine	(S)-2-Aceto-2-hydroxybutanoate,(S)-3-Methyl-2-oxopentanoic acid,2-Oxobutanoate,(R)-2,3-Dihydroxy-3-methylpentanoate,(R)-3-Hydroxy-3-methyl-2-oxopentanoate	L-Isoleucine	1.0	1.0
M00432	KMM289	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Acetyl-CoA,3-Methyl-2-oxobutanoic acid	alpha-Isopropylmalate,(2R,3S)-3-Isopropylmalate	4-Methyl-2-oxopentanoate	1.0	1.0
M00036	KMM289	Leucine degradation, leucine => acetoacetate + acetyl-CoA	L-Leucine	3-Methylcrotonyl-CoA,3-Methylglutaconyl-CoA,Enzyme N6-(lipoyl)lysine,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine,3-Methylbutanoyl-CoA,(S)-3-Hydroxy-3-methylglutaryl-CoA,4-Methyl-2-oxopentanoate,Enzyme N6-(dihydrolipoyl)lysine	Acetoacetate	0.875	0.6666666666666666
M00016	KMM289	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	L-Aspartate	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate,N-Succinyl-2-L-amino-6-oxoheptanedioate,LL-2,6-Diaminoheptanedioate,meso-2,6-Diaminoheptanedioate,2,3,4,5-Tetrahydrodipicolinate,L-Aspartate 4-semialdehyde,4-Phospho-L-aspartate,N-Succinyl-LL-2,6-diaminoheptanedioate	L-Lysine	1.0	1.0
M00525	KMM289	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	L-Aspartate	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate,N-Acetyl-L-2-amino-6-oxopimelate,LL-2,6-Diaminoheptanedioate,meso-2,6-Diaminoheptanedioate,N6-Acetyl-LL-2,6-diaminoheptanedioate,2,3,4,5-Tetrahydrodipicolinate,L-Aspartate 4-semialdehyde,4-Phospho-L-aspartate	L-Lysine	0.6666666666666666	0.6666666666666666
M00526	KMM289	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	L-Aspartate	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate,meso-2,6-Diaminoheptanedioate,2,3,4,5-Tetrahydrodipicolinate,L-Aspartate 4-semialdehyde,L-2-Amino-6-oxoheptanedioate,4-Phospho-L-aspartate	L-Lysine	0.8333333333333334	0.8333333333333334
M00527	KMM289	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	L-Aspartate	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate,LL-2,6-Diaminoheptanedioate,meso-2,6-Diaminoheptanedioate,2,3,4,5-Tetrahydrodipicolinate,L-Aspartate 4-semialdehyde,4-Phospho-L-aspartate	L-Lysine	0.8571428571428571	0.8571428571428571
M00032	KMM289	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	L-Lysine,Enzyme N6-(dihydrolipoyl)lysine	[Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine,L-2-Aminoadipate,Enzyme N6-(lipoyl)lysine,(S)-3-Hydroxybutanoyl-CoA,N6-(L-1,3-Dicarboxypropyl)-L-lysine,Crotonoyl-CoA,Glutaryl-CoA,2-Oxoadipate,L-2-Aminoadipate 6-semialdehyde	Acetoacetyl-CoA	0.1111111111111111	0.0
M00956	KMM289	Lysine degradation, bacteria, L-lysine => succinate	L-Lysine	5-Oxopentanoate,Glutarate,5-Aminopentanal,(S)-2-Hydroxyglutarate,2-Oxoglutarate,Cadaverine,5-Aminopentanoate	Succinate	0.5714285714285714	0.5714285714285714
M00957	KMM289	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	L-Lysine	5-Oxopentanoate,Glutarate,(S)-3-Hydroxybutanoyl-CoA,(S)-2-Hydroxyglutarate,Crotonoyl-CoA,2-Oxoglutarate,Glutaryl-CoA,5-Aminopentanamide,Acetoacetyl-CoA,5-Aminopentanoate	Succinate,Acetyl-CoA	0.5555555555555556	0.4
M00960	KMM289	Lysine degradation, bacteria, L-lysine => D-lysine => succinate	L-Lysine	(R)-2-Hydroxyglutarate,(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate,L-2-Aminoadipate,6-Amino-2-oxohexanoate,D-Lysine,2-Oxoglutarate,L-Pipecolate,2-Oxoadipate,Delta1-Piperideine-2-carboxylate,L-2-Aminoadipate 6-semialdehyde	Succinate	0.2222222222222222	0.2222222222222222
M00028	KMM289	Ornithine biosynthesis, glutamate => ornithine	L-Glutamate	N-Acetyl-L-glutamate 5-phosphate,N-Acetyl-L-glutamate 5-semialdehyde,N-Acetylornithine,N-Acetyl-L-glutamate	L-Ornithine	1.0	1.0
M00844	KMM289	Arginine biosynthesis, ornithine => arginine	L-Aspartate,Carbamoyl phosphate,L-Ornithine	L-Citrulline,N-(L-Arginino)succinate	L-Arginine,Fumarate	1.0	1.0
M00845	KMM289	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	L-Glutamate,L-Aspartate,Carbamoyl phosphate	N-Acetyl-L-glutamate,N-Acetyl-L-glutamate 5-semialdehyde,L-Citrulline,N-Acetylornithine,N-(L-Arginino)succinate,N-Acetyl-L-glutamate 5-phosphate,N-Acetyl-L-citrulline	L-Arginine,Fumarate	0.7142857142857143	0.7142857142857143
M00029	KMM289	Urea cycle	NH3,L-Aspartate	L-Citrulline,L-Ornithine,N-(L-Arginino)succinate,L-Arginine,Carbamoyl phosphate	Fumarate,Urea	0.6	0.6
M00978	KMM289	Ornithine-ammonia cycle	None	L-Glutamine,L-Citrulline,N-(L-Arginino)succinate,Ammonia,L-Arginine,Carbamoyl phosphate	CO2	0.8333333333333334	0.8333333333333334
M00015	KMM289	Proline biosynthesis, glutamate => proline	L-Glutamate	L-Glutamyl 5-phosphate,L-Glutamate 5-semialdehyde,(S)-1-Pyrroline-5-carboxylate	L-Proline	1.0	1.0
M00970	KMM289	Proline degradation, proline => glutamate	L-Proline	L-Glutamate 5-semialdehyde,(S)-1-Pyrroline-5-carboxylate	L-Glutamate	1.0	1.0
M00972	KMM289	Proline metabolism	L-Ornithine	L-Glutamate 5-semialdehyde,(S)-1-Pyrroline-5-carboxylate,L-Proline	None	0.3333333333333333	0.3333333333333333
M00879	KMM289	Arginine succinyltransferase pathway, arginine => glutamate	L-Arginine	N2-Succinyl-L-ornithine,N2-Succinyl-L-arginine,N-Succinyl-L-glutamate,N-Succinyl-L-glutamate 5-semialdehyde	L-Glutamate	0.8	0.8
M00133	KMM289	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	S-Adenosyl-L-methionine,L-Arginine	Putrescine,Agmatine,S-Adenosylmethioninamine	Spermidine	0.25	0.25
M00134	KMM289	Polyamine biosynthesis, arginine => ornithine => putrescine	L-Arginine	L-Ornithine	Putrescine	0.5	0.5
M00136	KMM289	GABA biosynthesis, prokaryotes, putrescine => GABA	Putrescine	gamma-Glutamyl-gamma-aminobutyraye,gamma-Glutamyl-gamma-aminobutyraldehyde,gamma-L-Glutamylputrecine	4-Aminobutanoate	0.5	0.5
M00026	KMM289	Histidine biosynthesis, PRPP => histidine	5-Phospho-alpha-D-ribose 1-diphosphate	L-Histidinal,5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide,Phosphoribosyl-AMP,3-(Imidazol-4-yl)-2-oxopropyl phosphate,1-(5-Phospho-D-ribosyl)-ATP,L-Histidinol,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide,L-Histidinol phosphate	L-Histidine	1.0	1.0
M00045	KMM289	Histidine degradation, histidine => N-formiminoglutamate => glutamate	L-Histidine	N-Formimino-L-glutamate,N-Formyl-L-glutamate,Urocanate,4-Imidazolone-5-propanoate	L-Glutamate	1.0	1.0
M00022	KMM289	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	D-Erythrose 4-phosphate,Phosphoenolpyruvate	Shikimate,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,Shikimate 3-phosphate,3-Dehydroquinate,3-Dehydroshikimate,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	Chorismate	1.0	1.0
M00023	KMM289	Tryptophan biosynthesis, chorismate => tryptophan	Chorismate	Indoleglycerol phosphate,N-(5-Phospho-D-ribosyl)anthranilate,Anthranilate,1-(2-Carboxyphenylamino)-1'-deoxy-D-ribulose 5'-phosphate	L-Tryptophan	1.0	1.0
M00024	KMM289	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Chorismate	Prephenate,Phenylpyruvate	L-Phenylalanine	1.0	1.0
M00025	KMM289	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Chorismate	3-(4-Hydroxyphenyl)pyruvate,Prephenate	L-Tyrosine	1.0	1.0
M00040	KMM289	Tyrosine biosynthesis, chorismate => arogenate => tyrosine	Chorismate	Prephenate,L-Arogenate	L-Tyrosine	0.6666666666666666	0.6666666666666666
M00044	KMM289	Tyrosine degradation, tyrosine => homogentisate	L-Tyrosine	3-(4-Hydroxyphenyl)pyruvate,4-Maleylacetoacetate,Homogentisate,4-Fumarylacetoacetate	Fumarate,Acetoacetate	1.0	1.0
M00936	KMM289	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	L-Tryptophan	Tryptamine,N-Acetylserotonin,Serotonin	Melatonin	0.25	0.25
M00027	KMM289	GABA (gamma-Aminobutyrate) shunt	L-Glutamate	4-Aminobutanoate,Succinate semialdehyde	Succinate	0.6666666666666666	0.6666666666666666
M00118	KMM289	Glutathione biosynthesis, glutamate => glutathione	L-Glutamate	gamma-L-Glutamyl-L-cysteine	Glutathione	1.0	1.0
M00892	KMM289	UDP-GlcNAc biosynthesis, eukaryotes, Fru-6P => UDP-GlcNAc	D-Fructose 6-phosphate	N-Acetyl-alpha-D-glucosamine 1-phosphate,D-Glucosamine 6-phosphate,N-Acetyl-D-glucosamine 6-phosphate	UDP-N-acetyl-alpha-D-glucosamine	0.25	0.25
M00909	KMM289	UDP-GlcNAc biosynthesis, prokaryotes, Fru-6P => UDP-GlcNAc	D-Fructose 6-phosphate	N-Acetyl-alpha-D-glucosamine 1-phosphate,D-Glucosamine 6-phosphate,alpha-D-Glucosamine 1-phosphate	UDP-N-acetyl-alpha-D-glucosamine	1.0	1.0
M01002	KMM289	UDP-GalNAc biosynthesis, Fru-6P => UDP-GalNAc	D-Fructose 6-phosphate	D-Glucosamine 6-phosphate,N-Acetyl-alpha-D-galactosamine 1-phosphate,D-Galactosamine 6-phosphate,alpha-D-Galactosamine 1-phosphate	UDP-N-acetyl-D-galactosamine	0.25	0.25
M00996	KMM289	UDP-MurNAc biosynthesis, anhMurNAc => UDP-MurNAc	1,6-Anhydro-N-acetyl-beta-muramate	N-Acetylmuramic acid 6-phosphate,N-Acetylmuramic acid alpha-1-phosphate,N-Acetylmuramate	UDP-N-acetylmuramate	1.0	1.0
M00995	KMM289	UDP-MurNAc biosynthesis, Fru-6P => UDP-MurNAc	D-Fructose 6-phosphate	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine,UDP-N-acetyl-alpha-D-glucosamine,alpha-D-Glucosamine 1-phosphate,N-Acetyl-alpha-D-glucosamine 1-phosphate,D-Glucosamine 6-phosphate	UDP-N-acetylmuramate	1.0	1.0
M00549	KMM289	UDP-Glc biosynthesis, Glc => UDP-Glc	alpha-D-Glucose	alpha-D-Glucose 6-phosphate,D-Glucose 1-phosphate	UDP-glucose	1.0	1.0
M01004	KMM289	UDP-Galf biosynthesis, UDP-Glc => UDP-Galf	UDP-glucose	UDP-alpha-D-galactose	UDP-alpha-D-galactofuranose	1.0	1.0
M00997	KMM289	UDP-Xyl/L-Ara biosynthesis, UDP-Glc => UDP-Xyl => UDP-L-Ala	UDP-glucose	UDP-glucuronate,UDP-D-xylose	UDP-L-arabinose	0.3333333333333333	0.3333333333333333
M00999	KMM289	UDP-GlcA/GalA biosynthesis, UDP-Glc => UDP-GlcA => UDP-GalA	UDP-glucose	UDP-glucuronate	UDP-D-galacturonate	1.0	1.0
M00554	KMM289	UDP-Gal biosynthesis, Gal => UDP-Gal	alpha-D-Galactose	alpha-D-Galactose 1-phosphate	UDP-alpha-D-galactose	1.0	1.0
M01000	KMM289	GDP-Man biosynthesis, Fru-6P => GDP-Man	D-Fructose 6-phosphate	D-Mannose 6-phosphate,D-Mannose 1-phosphate	GDP-mannose	0.3333333333333333	0.3333333333333333
M00923	KMM289	UDP-L-FucNAc biosynthesis, UDP-GlcNAc => UDP-L-FucNAc	UDP-N-acetyl-alpha-D-glucosamine	UDP-2-acetamido-2,6-dideoxy-beta-L-lyxo-4-hexulose,UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose,UDP-2-acetamido-2,6-dideoxy-beta-L-talose	UDP-N-acetyl-beta-L-fucosamine	1.0	1.0
M01007	KMM289	CMP-Pse5Ac7Ac biosynthesis, UDP-GlcNAc => CMP-Pse5Ac7Ac	UDP-N-acetyl-alpha-D-glucosamine	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose,UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose,UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine,Pseudaminic acid,2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose	CMP-pseudaminic acid	0.3333333333333333	0.3333333333333333
M01009	KMM289	UDP-QuiNAc biosynthesis, UDP-GlcNAc => UDP-QuiNAc	UDP-N-acetyl-alpha-D-glucosamine	UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose	UDP-2-acetamido-2,6-dideoxy-alpha-D-glucose	1.0	1.0
M01032	KMM289	UDP-D-FucNAc biosynthesis, UDP-GlcNAc => UDP-D-FucNAc	UDP-N-acetyl-alpha-D-glucosamine	UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose	UDP-2-acetamido-2,6-dideoxy-alpha-D-galactose	0.5	0.5
M01033	KMM289	UDP-yelosamine biosynthesis, UDP-GlcNAc => UDP-yelosamine	UDP-N-acetyl-alpha-D-glucosamine	UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose,UDP-2-acetamido-4-amino-2,4,6-trideoxy-D-galactose	UDP-yelosamine	0.3333333333333333	0.3333333333333333
M01037	KMM289	UDP-D-FucNAc4N biosynthesis, UDP-GlcNAc => UDP-D-FucNAc4N	UDP-N-acetyl-alpha-D-glucosamine	UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose	UDP-2-acetamido-4-amino-2,4,6-trideoxy-D-galactose	0.5	0.5
M00063	KMM289	CMP-KDO biosynthesis, ribulose-5P => CMP-KDO	D-Ribulose 5-phosphate	D-Arabinose 5-phosphate,3-Deoxy-D-manno-octulosonate,3-Deoxy-D-manno-octulosonate 8-phosphate	CMP-3-deoxy-D-manno-octulosonate	1.0	1.0
M01028	KMM289	GDP-DDmanHep biosynthesis, sedoheptulose-7P => GDP-DDmanHep	Sedoheptulose 7-phosphate	D-glycero-alpha-D-manno-Heptose 7-phosphate,D-glycero-alpha-D-manno-Heptose 1-phosphate,D-glycero-alpha-D-manno-Heptose 1,7-bisphosphate	GDP-D-glycero-alpha-D-manno-heptose	0.5	0.5
M00064	KMM289	ADP-LDmanHep biosynthesis, sedoheptulose-7P => ADP-LDmanHep	Sedoheptulose 7-phosphate	D-glycero-D-manno-Heptose 1,7-bisphosphate,D-glycero-D-manno-Heptose 1-phosphate,D-glycero-D-manno-Heptose 7-phosphate,ADP-D-glycero-D-manno-heptose	ADP-L-glycero-D-manno-heptose	1.0	1.0
M00761	KMM289	Und-P-alpha-L-Ara4N biosynthesis, UDP-Glc => UDP-L-Ara4FN => Und-P-alpha-L-Ara4N	UDP-glucose	UDP-L-Ara4FN,UDP-L-Ara4O,Undecaprenyl phosphate alpha-L-Ara4FN,UDP-glucuronate,UDP-L-Ara4N	Undecaprenyl phosphate alpha-L-Ara4N	0.2	0.2
M00793	KMM289	dTDP-L-Rha biosynthesis, Glc-1P => dTDP-L-Rha	D-Glucose 1-phosphate	dTDP-glucose,dTDP-4-dehydro-beta-L-rhamnose,dTDP-4-oxo-6-deoxy-D-glucose	dTDP-L-rhamnose	1.0	1.0
M01022	KMM289	dTDP-6-deoxy-L-Tal biosynthesis, Glc-1P => dTDP-6-deoxy-L-Tal	D-Glucose 1-phosphate	dTDP-glucose,dTDP-4-dehydro-beta-L-rhamnose,dTDP-4-oxo-6-deoxy-D-glucose	dTDP-6-deoxy-beta-L-talose	0.75	0.75
M01023	KMM289	dTDP-D-Fuc3NAc biosynthesis, Glc-1P => dTDP-D-Fuc3NAc	D-Glucose 1-phosphate	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose,dTDP-glucose,dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose,dTDP-4-oxo-6-deoxy-D-glucose	dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose	0.4	0.4
M01024	KMM289	dTDP-Qui3NAc biosynthesis, Glc-1P => dTDP-Qui3NAc	D-Glucose 1-phosphate	dTDP-3-amino-3,6-dideoxy-D-glucose,dTDP-glucose,3,6-Dideoxy-3-oxo-dTDP-D-glucose,dTDP-4-oxo-6-deoxy-D-glucose	dTDP-3-acetamido-3,6-dideoxy-alpha-D-glucose	0.4	0.4
M01025	KMM289	dTDP-D-Fuc4NAc biosynthesis, Glc-1P => dTDP-D-Fuc4NAc	D-Glucose 1-phosphate	dTDP-4-amino-4,6-dideoxy-D-galactose,dTDP-glucose,dTDP-4-oxo-6-deoxy-D-glucose	dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose	0.5	0.5
M01026	KMM289	dTDP-Qui4NAc biosynthesis, Glc-1P => dTDP-Qui4NAc	D-Glucose 1-phosphate	dTDP-glucose,dTDP-4-oxo-6-deoxy-D-glucose,dTDP-4-amino-4,6-dideoxy-D-glucose	dTDP-4-acetamido-4,6-dideoxy-D-glucose	0.5	0.5
M01027	KMM289	dTDP-D-Fucf biosynthesis, Glc-1P => dTDP-D-Fucf	D-Glucose 1-phosphate	dTDP-glucose,dTDP-4-oxo-6-deoxy-D-glucose,dTDP-D-fucose	dTDP-alpha-D-fucofuranose	0.5	0.5
M01006	KMM289	GDP-D-Rha4N biosynthesis, Fru-6P => GDP-D-Rha4N	D-Fructose 6-phosphate	GDP-4-dehydro-6-deoxy-D-mannose,D-Mannose 6-phosphate,D-Mannose 1-phosphate,GDP-mannose	GDP-4-amino-4,6-dideoxy-alpha-D-mannose	0.2	0.2
M00079	KMM289	Keratan sulfate degradation	Keratan sulfate	G13074,G01945,G01977,G13073	G01391	0.2	0.2
M00060	KMM289	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	UDP-N-acetyl-D-glucosamine	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate,2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate,UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,Lauroyl-KDO2-lipid IV(A),2,3,2',3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate,3-Deoxy-D-manno-octulosonyl-lipid IV(A),Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)	Di[3-deoxy-D-manno-octulosonyl]-lipid A	1.0	1.0
M00866	KMM289	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	None	None	None	0.8888888888888888	0.8888888888888888
M00867	KMM289	KDO2-lipid A modification pathway	H. pylori KDO2-lipid A	4'-Dephosphorylated 1-PEtN-KDO-lipid A,1-Dephospho-KDO2-lipid A,1-PEtN-KDO-lipid A,1-PEtN-KDO2-lipid A	H. pylori KDO-lipid A	0.2	0.2
M00127	KMM289	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	1-Deoxy-D-xylulose 5-phosphate,Sulfur-carrier protein,L-Tyrosine,Aminoimidazole ribotide	Thiocarboxy-[sulfur-carrier protein],4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,Thiamin monophosphate,Adenylyl-[sulfur-carrier protein],Iminoglycine,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate	Thiamin diphosphate	1.0	1.0
M00895	KMM289	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Glycine,1-Deoxy-D-xylulose 5-phosphate,Sulfur-carrier protein,Aminoimidazole ribotide	Thiocarboxy-[sulfur-carrier protein],4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,Thiamin monophosphate,Adenylyl-[sulfur-carrier protein],Iminoglycine,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate	Thiamin diphosphate	0.6666666666666666	0.6666666666666666
M00896	KMM289	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	NAD+,Aminoimidazole ribotide,Glycine	ADP-5-ethyl-4-methylthiazole-2-carboxylate,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,Thiamin monophosphate,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine	Thiamin diphosphate	0.6	0.5
M00897	KMM289	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	NAD+,Aminoimidazole ribotide,Glycine	ADP-5-ethyl-4-methylthiazole-2-carboxylate,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,Thiamin monophosphate,Thiamine,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine	Thiamin diphosphate	0.4	0.4
M00899	KMM289	Thiamine salvage pathway, HMP/HET => TMP	4-Amino-5-hydroxymethyl-2-methylpyrimidine,5-(2-Hydroxyethyl)-4-methylthiazole	4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,4-Methyl-5-(2-phosphooxyethyl)thiazole,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate	Thiamin monophosphate	0.5	0.5
M00125	KMM289	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	GTP,D-Ribulose 5-phosphate	FMN,5-Amino-6-(1-D-ribitylamino)uracil,5-Amino-6-(5'-phosphoribosylamino)uracil,2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone,3,4-Dihydroxy-2-butanone 4-phosphate,5-Amino-6-(5'-phosphoribitylamino)uracil,Riboflavin,6,7-Dimethyl-8-(1-D-ribityl)lumazine	FAD	1.0	1.0
M00911	KMM289	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	GTP,D-Ribulose 5-phosphate	FMN,5-Amino-6-(1-D-ribitylamino)uracil,2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one,2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one,L-3,4-Dihydroxybutan-2-one 4-phosphate,5-Amino-6-(5'-phospho-D-ribitylamino)uracil,Riboflavin,6,7-Dimethyl-8-(D-ribityl)lumazine	FAD	0.4444444444444444	0.4444444444444444
M00124	KMM289	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	D-Erythrose 4-phosphate	O-Phospho-4-hydroxy-L-threonine,3-Amino-2-oxopropyl phosphate,2-Oxo-3-hydroxy-4-phosphobutanoate,2-Amino-3-oxo-4-phosphonooxybutyrate,4-Phospho-D-erythronate,Pyridoxine phosphate	Pyridoxal phosphate	1.0	1.0
M00115	KMM289	NAD biosynthesis, aspartate => quinolinate => NAD	L-Aspartate	Iminoaspartate,Nicotinate D-ribonucleotide,Deamino-NAD+,Pyridine-2,3-dicarboxylate	NAD+	1.0	1.0
M00912	KMM289	NAD biosynthesis, tryptophan => quinolinate => NAD	L-Tryptophan	3-Hydroxyanthranilate,Deamino-NAD+,Quinolinate,3-Hydroxy-L-kynurenine,Nicotinate D-ribonucleotide,L-Formylkynurenine,2-Amino-3-carboxymuconate semialdehyde,L-Kynurenine	NAD+	0.375	0.375
M00119	KMM289	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	L-Valine,L-Aspartate	(R)-Pantoate,2-Dehydropantoate,3-Methyl-2-oxobutanoic acid,beta-Alanine	Pantothenate	0.8	0.8
